age_years,min,availability_ratio,offensive_efficiency,progressive_actions,position,compition,value_tier
30,1060.0,0.75,4.0,0.03,DF,Ligue 1,Low
27,1072.0,0.8571428571428571,2.3,45.0,DF,La Liga,Low
34,954.0,0.9166666666666666,0.0,0.0,DF,La Liga,Low
27,476.0,0.8571428571428571,,,DF,Bundesliga,Low
33,2159.0,1.0,57.0,0.04,DF,La Liga,High
25,2009.0,1.0,8.6,79.8,DF,Serie A,High
33,307.0,0.5,3.6,,MF,La Liga,Low
29,1080.0,1.0,0.0,0.0,GK,La Liga,Low
25,776.0,0.625,3.0,54.0,"MF,FW",La Liga,Low
30,2026.0,0.8846153846153846,11.2,122.0,"MF,FW",Premier League,High
20,1156.0,0.9333333333333333,59.0,0.04,DF,Premier League,High
24,1736.0,0.8181818181818182,0.01,0.01,DF,Serie A,Mid
21,1761.0,0.8636363636363636,1.9,90.0,DF,Bundesliga,High
23,2127.0,1.0,8.9,109.01,MF,Serie A,High
20,1024.0,0.5909090909090909,4.9,48.0,"FW,MF",Bundesliga,Mid
33,2102.0,1.0,12.5,7.07,MF,Bundesliga,Mid
30,1941.0,1.0,9.5,65.5,"FW,MF",Bundesliga,High
29,1897.0,0.88,8.0,57.0,FW,Bundesliga,High
28,731.0,0.4117647058823529,17.1,,"FW,MF",Bundesliga,Low
26,365.0,0.6,6.0,,"DF,MF",Premier League,Low
22,1393.0,0.85,2.5,81.0,DF,Serie A,High
28,854.0,0.4444444444444444,4.9,108.0,FW,Bundesliga,Mid
25,523.0,0.6666666666666666,16.0,,MF,Serie A,Low
25,486.0,0.8333333333333334,0.0,,"DF,MF",La Liga,Low
26,1992.0,0.92,10.8,133.0,"FW,MF",Ligue 1,High
29,2452.0,0.9642857142857143,6.0,0.07,DF,Ligue 1,High
33,2159.0,1.0,0.0,0.0,GK,Bundesliga,Mid
24,365.0,0.4444444444444444,,,DF,Serie A,Low
26,1749.0,0.95,1.2999999999999998,7.05,DF,Bundesliga,Mid
22,597.0,0.5384615384615384,60.0,,"FW,MF",Bundesliga,High
27,418.0,0.16666666666666666,16.0,,MF,Premier League,Low
34,1357.0,0.7619047619047619,17.0,0.25,DF,Bundesliga,Low
29,1766.0,0.92,7.7,75.0,"FW,MF",Ligue 1,High
21,683.0,0.4375,2.4,39.0,"MF,FW",Bundesliga,Low
29,1169.0,0.5217391304347826,24.9,37.01,DF,Serie A,Mid
27,2411.0,1.0,3.9,229.0,MF,Premier League,High
20,1280.0,0.6086956521739131,7.3,58.0,FW,Serie A,High
26,1323.0,0.8333333333333334,20.9,46.03,"DF,MF",Bundesliga,Mid
24,443.0,0.38461538461538464,35.0,,MF,La Liga,Mid
24,2281.0,1.0,2.7,82.0,DF,Serie A,High
24,1930.0,0.92,13.600000000000001,165.0,FW,Ligue 1,High
24,1503.0,0.6818181818181818,1.7,109.0,DF,La Liga,High
30,1765.0,0.9166666666666666,13.1,27.4,FW,La Liga,Mid
25,1452.0,0.8,72.0,0.04,DF,Serie A,High
26,744.0,0.3333333333333333,11.7,96.0,"FW,MF",Premier League,Mid
24,1513.0,0.68,4.9,115.0,FW,Serie A,High
22,851.0,0.9090909090909091,19.4,20.04,MF,Serie A,Mid
22,396.0,0.8,,,MF,Serie A,Mid
33,746.0,0.5625,1.7000000000000002,27.0,MF,La Liga,Low
33,1452.0,0.9,12.7,29.2,FW,Serie A,Mid
30,330.0,0.42857142857142855,7.0,,FW,Premier League,Low
30,824.0,0.4444444444444444,9.1,20.0,FW,Premier League,Low
27,938.0,0.631578947368421,8.7,13.0,"FW,MF",Bundesliga,Low
27,914.0,0.5263157894736842,3.4,0.11,MF,Ligue 1,Low
23,623.0,0.7,9.5,18.6,FW,Premier League,Low
30,799.0,0.8333333333333334,18.1,,"MF,FW",La Liga,Mid
33,1449.0,0.9444444444444444,4.5,125.0,DF,Ligue 1,Mid
26,1675.0,0.9,7.01,0.08,DF,Serie A,Mid
26,1315.0,0.9375,16.7,1.03,DF,Bundesliga,Mid
23,1931.0,0.9565217391304348,23.5,15.03,DF,Bundesliga,High
30,2044.0,0.96,9.8,101.2,FW,Ligue 1,High
26,2478.0,1.0,5.6,186.0,"MF,FW",Premier League,High
31,1620.0,0.95,3.5,38.0,DF,Serie A,Mid
21,793.0,0.5333333333333333,4.0,47.0,FW,La Liga,Mid
30,1466.0,0.76,4.9,78.0,MF,Bundesliga,Mid
24,890.0,0.75,24.1,5.1,DF,Bundesliga,Mid
25,1264.0,0.6666666666666666,2.0999999999999996,30.0,"DF,MF",Bundesliga,Mid
23,649.0,0.21739130434782608,30.9,,"DF,MF",Ligue 1,High
25,376.0,0.23076923076923078,13.3,,FW,Premier League,Low
23,940.0,0.9166666666666666,2.8,103.0,"DF,MF",Premier League,Mid
24,1583.0,0.6538461538461539,3.3000000000000003,71.0,"MF,DF",Premier League,High
27,806.0,0.6,,,DF,Bundesliga,Mid
32,529.0,0.6666666666666666,0.0,,DF,Premier League,Low
24,631.0,0.5,1.4,65.0,DF,La Liga,Low
25,737.0,0.8181818181818182,3.3,32.0,FW,La Liga,Low
30,1243.0,1.0,2.4,9.0,DF,Ligue 1,Low
25,789.0,0.4117647058823529,3.0,25.0,"FW,MF",Bundesliga,Low
27,2067.0,1.0,4.4,122.0,MF,Premier League,High
23,720.0,1.0,,,DF,Bundesliga,Mid
25,1259.0,0.875,10.899999999999999,71.0,FW,Premier League,Mid
31,614.0,0.875,27.2,,DF,Serie A,Low
31,743.0,0.5384615384615384,18.0,,FW,Premier League,Low
26,1850.0,0.9545454545454546,5.2,134.0,"MF,FW",Premier League,High
23,744.0,0.6153846153846154,,,DF,Premier League,Mid
21,2217.0,0.9259259259259259,10.8,73.9,"FW,MF",Premier League,High
22,867.0,1.0,67.0,0.060000000000000005,DF,Ligue 1,High
25,1781.0,0.8333333333333334,4.1,225.0,MF,La Liga,High
28,1406.0,0.85,10.4,22.06,MF,La Liga,Mid
31,355.0,0.6666666666666666,,,MF,Premier League,Low
31,1279.0,0.8333333333333334,2.1,93.0,MF,Premier League,Mid
33,447.0,0.1875,0.6000000000000001,34.0,"DF,MF",La Liga,Low
31,393.0,0.1,4.2,23.0,FW,La Liga,Low
33,2000.0,0.9565217391304348,10.9,16.9,FW,La Liga,Mid
26,451.0,0.4,20.6,,"FW,MF",Premier League,Mid
33,515.0,0.3333333333333333,3.9,35.0,"FW,MF",Bundesliga,Low
25,1163.0,0.5416666666666666,5.8999999999999995,21.0,FW,Serie A,Mid
29,715.0,0.5714285714285714,6.8,42.0,FW,La Liga,Low
31,930.0,0.9166666666666666,6.0,0.04,DF,La Liga,Low
29,2317.0,0.9259259259259259,1.9,63.0,DF,Ligue 1,High
30,1975.0,1.0,4.5,5.08,DF,Ligue 1,Mid
31,1953.0,0.96,2.5,71.0,"DF,FW",Bundesliga,High
23,337.0,0.8,,,"MF,FW",Premier League,Mid
23,591.0,0.5454545454545454,16.7,,"MF,FW",Serie A,Mid
22,2205.0,1.0,14.399999999999999,230.0,FW,La Liga,High
27,450.0,1.0,1.7,21.0,DF,Bundesliga,Low
25,1252.0,1.0,20.02,0.04,DF,Premier League,Mid
32,745.0,0.6153846153846154,2.0,,DF,Premier League,Low
23,1849.0,1.0,2.4,19.5,DF,Bundesliga,High
21,613.0,0.35714285714285715,1.8,107.0,DF,Ligue 1,Mid
30,1237.0,0.5714285714285714,3.0,110.0,DF,Bundesliga,Mid
27,413.0,0.4,2.3,,"FW,MF",La Liga,Low
19,486.0,0.6666666666666666,,,DF,La Liga,Mid
30,1666.0,0.9565217391304348,8.4,52.8,"FW,MF",Bundesliga,High
21,1367.0,0.8571428571428571,13.3,169.0,FW,Ligue 1,High
21,778.0,0.35,3.0,52.0,"MF,FW",Serie A,Mid
25,1980.0,1.0,55.8,60.02,DF,Ligue 1,High
22,2120.0,0.8148148148148148,4.0,71.0,DF,Serie A,High
26,1649.0,0.8260869565217391,8.6,33.2,"MF,FW",Bundesliga,Mid
26,408.0,0.8,0.0,,GK,Ligue 1,Low
23,1524.0,0.9473684210526315,15.0,8.01,MF,Premier League,Mid
20,1322.0,0.7272727272727273,6.6,134.0,"FW,MF",Bundesliga,High
32,899.0,0.5238095238095238,13.6,6.01,MF,Bundesliga,Low
29,2505.0,1.0,19.6,50.5,FW,Premier League,High
25,1193.0,0.6842105263157895,7.3,72.0,FW,Bundesliga,Mid
22,1950.0,0.92,6.5,127.0,"MF,FW",La Liga,High
29,499.0,0.35714285714285715,3.5,39.0,FW,Bundesliga,Low
24,426.0,0.3333333333333333,5.4,64.0,"MF,FW",Serie A,Low
26,1345.0,0.6818181818181818,4.8,6.01,MF,Bundesliga,Mid
28,711.0,0.6153846153846154,,,DF,Serie A,Mid
20,342.0,0.5714285714285714,9.8,,DF,Serie A,Low
25,583.0,0.35294117647058826,2.1,45.0,MF,Serie A,Low
24,1561.0,0.8636363636363636,8.2,55.2,"FW,DF",Bundesliga,High
23,812.0,0.391304347826087,6.6,34.0,FW,Serie A,Mid
30,383.0,0.8,,,DF,Premier League,Low
31,713.0,0.75,58.0,,FW,Premier League,Mid
19,304.0,0.3,,,DF,Ligue 1,Mid
26,1665.0,1.0,34.0,0.06,DF,Premier League,High
19,530.0,0.8571428571428571,,,DF,Ligue 1,Mid
23,447.0,0.2777777777777778,20.0,,MF,Bundesliga,Mid
24,1080.0,1.0,5.4,1.01,DF,Premier League,Low
28,2094.0,1.0,9.0,0.09,DF,Bundesliga,Mid
26,1643.0,0.8181818181818182,24.3,45.01,DF,Bundesliga,High
26,602.0,0.2222222222222222,1.7999999999999998,32.0,MF,La Liga,Low
27,1670.0,0.76,6.7,84.0,MF,Ligue 1,High
32,1129.0,0.65,6.4,30.9,"FW,MF",Ligue 1,Low
29,2072.0,1.0,2.8,23.0,MF,Bundesliga,Mid
33,765.0,0.19230769230769232,5.8,14.3,FW,La Liga,Low
23,1096.0,1.0,1.2000000000000002,60.0,DF,Bundesliga,Mid
25,2520.0,1.0,30.0,0.08,DF,Premier League,High
28,2036.0,0.9583333333333334,2.8,33.6,MF,Bundesliga,High
27,730.0,0.8181818181818182,8.0,,DF,Ligue 1,Low
23,1443.0,1.0,19.0,0.09,DF,Serie A,Mid
34,668.0,0.7272727272727273,0.0,,DF,Serie A,Low
26,379.0,0.6666666666666666,,,DF,Bundesliga,Low
23,958.0,0.47368421052631576,9.1,120.0,"FW,MF",La Liga,High
21,1031.0,0.6666666666666666,2.8,82.0,DF,Bundesliga,Mid
30,2160.0,1.0,6.4,8.4,DF,Bundesliga,Mid
25,1620.0,1.0,0.0,0.0,GK,Bundesliga,Mid
26,2292.0,1.0,14.0,0.06,DF,Premier League,High
29,1599.0,0.8636363636363636,3.2,32.0,MF,Bundesliga,Mid
31,1605.0,0.8636363636363636,11.8,28.04,MF,La Liga,Mid
29,1396.0,0.7391304347826086,4.3,91.0,DF,Ligue 1,Mid
24,1959.0,0.9583333333333334,12.9,83.1,FW,Bundesliga,High
19,450.0,1.0,,,DF,Ligue 1,Mid
23,652.0,0.875,,,DF,Premier League,Mid
30,962.0,0.625,7.6,5.07,MF,La Liga,Low
23,970.0,0.2962962962962963,4.4,8.8,FW,Ligue 1,Low
21,2099.0,1.0,2.2,174.0,MF,Bundesliga,High
27,520.0,1.0,,,DF,Ligue 1,Low
25,2332.0,0.9629629629629629,15.0,0.11,DF,Premier League,High
25,2048.0,0.9583333333333334,10.8,44.0,MF,Serie A,High
22,1073.0,0.631578947368421,17.2,12.01,DF,Bundesliga,Mid
30,2000.0,0.9259259259259259,8.4,138.0,"DF,FW",Serie A,High
25,1506.0,0.8571428571428571,6.5,87.0,FW,Serie A,High
26,1934.0,1.0,2.5,179.0,MF,Ligue 1,High
30,360.0,1.0,0.0,,GK,Bundesliga,Low
31,1520.0,0.8947368421052632,1.6,11.2,DF,Premier League,Low
24,1481.0,0.9444444444444444,32.9,27.04,DF,La Liga,High
25,700.0,1.0,4.0,,DF,Ligue 1,Low
33,704.0,0.75,1.3,14.0,"MF,DF",Premier League,Low
28,1169.0,0.5789473684210527,2.0999999999999996,131.0,MF,Premier League,Mid
27,431.0,0.38461538461538464,20.0,,MF,Serie A,Low
22,379.0,1.0,2.5,52.0,"FW,MF",Bundesliga,Low
24,1547.0,0.85,66.0,0.14,MF,Bundesliga,High
31,1616.0,0.7391304347826086,9.9,28.8,"MF,FW",Bundesliga,Mid
32,1955.0,1.0,83.0,0.11,MF,Bundesliga,High
21,2044.0,1.0,3.9000000000000004,61.0,MF,Bundesliga,High
33,1501.0,0.8571428571428571,2.0,39.7,MF,La Liga,Mid
29,1010.0,0.7333333333333333,18.6,16.06,"MF,FW",Serie A,Low
30,1189.0,1.0,34.8,8.15,DF,Bundesliga,Mid
21,1670.0,0.8695652173913043,7.1,124.0,"FW,MF",La Liga,High
22,1463.0,0.8,5.7,115.0,"MF,FW",Premier League,High
18,709.0,0.6363636363636364,6.7,,DF,Ligue 1,Mid
27,320.0,0.375,14.3,,MF,Bundesliga,Low
22,1725.0,0.9565217391304348,13.0,103.4,FW,Serie A,High
27,1400.0,0.5925925925925926,9.2,22.1,FW,Ligue 1,Mid
27,559.0,0.5833333333333334,4.7,29.0,"MF,FW",Bundesliga,Low
27,766.0,0.75,2.5,49.0,"FW,DF",Serie A,Low
30,1183.0,0.8666666666666667,1.7000000000000002,5.0,MF,La Liga,Low
24,769.0,0.5294117647058824,28.8,,MF,La Liga,Mid
28,1739.0,0.8695652173913043,9.7,75.0,FW,Ligue 1,High
31,2051.0,0.96,16.4,30.3,FW,Ligue 1,High
22,1301.0,0.7368421052631579,51.4,5.07,DF,Bundesliga,High
24,2429.0,1.0,0.0,0.0,GK,Ligue 1,High
26,418.0,0.8333333333333334,20.0,,MF,Bundesliga,Low
25,947.0,0.8461538461538461,3.7,70.0,MF,Bundesliga,Mid
30,341.0,0.4,20.0,,DF,Bundesliga,Low
31,607.0,0.875,23.0,,DF,Ligue 1,Low
34,722.0,0.75,2.8,53.0,"MF,FW",Premier League,Low
32,616.0,0.5833333333333334,,,DF,Bundesliga,Low
31,1300.0,0.6190476190476191,4.6,104.0,"FW,MF",La Liga,Mid
24,489.0,0.2631578947368421,7.2,,"FW,MF",Ligue 1,Low
25,700.0,1.0,15.0,,FW,Serie A,Mid
25,883.0,0.7142857142857143,5.199999999999999,76.0,FW,Serie A,Mid
22,453.0,0.15,86.0,,DF,Premier League,High
28,556.0,0.8571428571428571,,,DF,Premier League,Mid
29,1540.0,1.0,4.02,0.02,DF,Ligue 1,Low
27,513.0,0.625,6.4,37.0,FW,La Liga,Low
22,1187.0,0.6666666666666666,2.0,136.0,"DF,FW",Ligue 1,High
25,463.0,0.45454545454545453,,,"FW,MF",Bundesliga,Low
30,1281.0,0.5909090909090909,7.1,47.0,"FW,MF",Serie A,Mid
25,654.0,0.375,1.8,48.0,"DF,MF",La Liga,Low
33,460.0,0.3076923076923077,,,MF,Bundesliga,Low
24,1639.0,1.0,11.2,106.4,FW,Serie A,High
19,1372.0,0.8421052631578947,0.8999999999999999,21.0,MF,Premier League,Mid
27,1065.0,0.8666666666666667,40.7,70.03,DF,Serie A,High
32,1795.0,0.9565217391304348,10.9,198.0,"MF,DF",Serie A,High
29,1391.0,0.85,108.0,0.05,DF,Serie A,High
20,1175.0,0.6190476190476191,3.2,138.0,"MF,DF",Ligue 1,High
24,1294.0,0.6363636363636364,7.2,36.0,"FW,MF",Ligue 1,Mid
23,2418.0,1.0,9.0,254.0,MF,Ligue 1,High
33,2430.0,1.0,126.0,0.1,DF,Ligue 1,High
33,1565.0,0.8571428571428571,90.0,0.04,DF,Ligue 1,High
26,1896.0,0.9130434782608695,23.0,0.06,DF,La Liga,High
23,1840.0,0.84,15.0,108.7,"FW,MF",Serie A,High
31,899.0,1.0,0.01,0.0,GK,La Liga,Low
31,810.0,1.0,0.0,0.0,GK,Ligue 1,Low
30,2250.0,1.0,0.0,0.0,GK,La Liga,Mid
29,1957.0,1.0,2.6,23.5,MF,Ligue 1,Mid
24,1733.0,0.9523809523809523,15.4,89.03,DF,Bundesliga,High
24,663.0,0.7777777777777778,,,DF,Bundesliga,Mid
31,2028.0,1.0,2.8000000000000003,71.0,DF,La Liga,High
29,1253.0,0.7222222222222222,40.9,58.02,DF,La Liga,High
27,847.0,0.5789473684210527,2.8000000000000003,73.0,MF,La Liga,Mid
29,597.0,0.8888888888888888,30.0,,MF,Premier League,Mid
29,838.0,0.7857142857142857,60.0,0.04,"MF,DF",Ligue 1,Mid
27,1372.0,0.8888888888888888,22.5,6.06,DF,Premier League,Mid
31,2250.0,1.0,0.0,0.0,GK,Premier League,Mid
28,753.0,0.35294117647058826,47.0,,DF,Bundesliga,Mid
34,1047.0,0.5454545454545454,4.3,15.8,FW,La Liga,Low
20,1573.0,0.7391304347826086,1.4,125.0,MF,Ligue 1,High
24,1798.0,0.875,41.3,124.11,"MF,DF",Serie A,High
28,2278.0,1.0,3.8000000000000003,34.0,"MF,DF",Premier League,High
33,2168.0,1.0,0.0,0.0,GK,Ligue 1,Mid
23,817.0,0.5555555555555556,26.0,0.26,MF,Ligue 1,Mid
34,1767.0,0.9545454545454546,16.0,29.6,FW,La Liga,Mid
18,543.0,0.6,32.0,,"DF,MF",Premier League,High
22,321.0,0.3,14.0,,"FW,MF",Premier League,Low
35,1468.0,0.782608695652174,124.0,0.18,"DF,MF",Ligue 1,High
26,2011.0,0.9565217391304348,2.5,13.0,DF,Bundesliga,Mid
23,1599.0,0.8181818181818182,1.8,20.0,DF,Bundesliga,Mid
28,542.0,0.5555555555555556,0.0,,DF,Premier League,Low
23,1530.0,0.9090909090909091,8.6,86.0,"MF,FW",Bundesliga,High
28,1604.0,0.7307692307692307,2.6,51.0,MF,Serie A,Mid
30,920.0,0.75,49.0,0.27,"FW,MF",Premier League,Mid
25,566.0,0.7777777777777778,1.1,48.0,DF,La Liga,Low
26,630.0,1.0,0.0,,GK,Ligue 1,Low
25,1140.0,0.7222222222222222,4.8,75.0,MF,Bundesliga,Mid
29,649.0,0.875,,,DF,Premier League,Low
28,1434.0,0.9473684210526315,4.199999999999999,123.0,"MF,DF",La Liga,High
36,1890.0,1.0,0.0,0.0,GK,Premier League,Low
26,548.0,0.7272727272727273,3.0,46.0,"MF,FW",La Liga,Low
28,2265.0,0.9259259259259259,1.1,149.0,MF,Serie A,High
25,1791.0,0.9130434782608695,44.0,0.16999999999999998,MF,Serie A,High
24,1197.0,0.875,15.3,4.02,DF,Serie A,Mid
20,1059.0,0.8666666666666667,86.0,0.07,DF,Ligue 1,High
24,1523.0,0.9473684210526315,73.0,0.12,DF,Premier League,High
27,1258.0,0.8421052631578947,103.0,0.2,"MF,DF",Premier League,High
25,2017.0,0.8461538461538461,5.5,113.0,MF,Premier League,High
25,1536.0,0.7307692307692307,11.2,74.9,"FW,MF",Serie A,High
32,1916.0,1.0,0.0,0.0,GK,Ligue 1,Low
27,1727.0,0.9166666666666666,8.5,113.0,"MF,FW",Ligue 1,High
33,1157.0,0.9285714285714286,0.8999999999999999,56.0,DF,La Liga,Low
25,1514.0,0.8,62.0,0.17,MF,Serie A,High
28,2160.0,1.0,1.0,0.08,GK,Ligue 1,Mid
27,906.0,0.375,1.8,83.0,MF,La Liga,Mid
21,1160.0,0.6086956521739131,17.6,81.05,MF,Ligue 1,High
37,2013.0,1.0,12.7,71.04,MF,Bundesliga,Mid
24,1935.0,0.8076923076923077,66.4,75.02,DF,Ligue 1,High
23,433.0,0.4,0.0,,DF,Serie A,Low
33,966.0,1.0,12.0,0.16999999999999998,DF,Ligue 1,Low
25,1458.0,0.6538461538461539,5.0,100.0,MF,Serie A,High
29,1192.0,0.5714285714285714,56.0,0.30000000000000004,FW,La Liga,Mid
27,1278.0,0.6,7.8,74.0,FW,Serie A,High
24,2000.0,1.0,18.8,3.02,DF,Serie A,High
27,1720.0,1.0,2.4000000000000004,55.1,DF,La Liga,High
35,1016.0,0.32,11.9,111.0,"FW,MF",La Liga,Mid
33,505.0,0.6666666666666666,0.7,5.0,DF,Serie A,Low
24,1950.0,0.8461538461538461,3.6,36.8,MF,Premier League,High
29,777.0,0.6,4.9,7.5,FW,Serie A,Low
20,2177.0,0.96,1.5,24.0,DF,Ligue 1,High
25,1723.0,0.7916666666666666,12.5,72.8,"FW,MF",Bundesliga,High
26,1195.0,0.8125,2.6,28.3,MF,Serie A,Mid
24,540.0,1.0,0.0,,GK,La Liga,Low
26,2164.0,1.0,1.2999999999999998,67.0,DF,Serie A,High
26,698.0,0.5,7.0,,DF,Premier League,Low
29,1054.0,0.6111111111111112,2.8,70.0,DF,Serie A,Mid
32,648.0,0.3,,,MF,Ligue 1,Low
24,1904.0,0.9545454545454546,13.8,38.2,MF,Premier League,High
29,1687.0,0.76,2.0,46.4,"DF,MF",Ligue 1,Mid
30,366.0,0.6666666666666666,20.8,,FW,La Liga,Low
26,1631.0,0.95,10.4,156.0,"MF,FW",Premier League,High
25,1990.0,0.9583333333333334,1.8,55.9,DF,La Liga,High
29,404.0,0.7142857142857143,,,DF,La Liga,Low
25,724.0,0.75,15.0,,MF,Serie A,Mid
27,806.0,0.6666666666666666,16.0,,DF,Serie A,Mid
24,1377.0,0.625,87.0,0.17,MF,Ligue 1,High
25,2042.0,0.7857142857142857,66.0,0.12,MF,Ligue 1,High
30,482.0,0.45454545454545453,,,DF,Premier League,Low
32,1061.0,0.631578947368421,6.6,42.3,"FW,MF",Premier League,Low
24,1348.0,0.7619047619047619,3.2,77.0,MF,Bundesliga,Mid
27,990.0,1.0,0.0,0.0,GK,Serie A,Low
23,1531.0,0.75,11.1,175.0,"FW,MF",Bundesliga,High
25,960.0,0.6,0.05,0.06,"DF,MF",Premier League,Low
25,1065.0,0.5454545454545454,3.6,41.4,"MF,FW",Ligue 1,Mid
24,805.0,0.6875,18.8,,MF,Serie A,Mid
24,610.0,0.875,,,MF,Ligue 1,Mid
28,1078.0,0.8235294117647058,23.0,0.11000000000000001,MF,La Liga,Low
23,920.0,0.6666666666666666,34.0,0.05,DF,Premier League,Mid
21,460.0,0.14285714285714285,9.0,,"FW,MF",Serie A,Low
24,441.0,0.5,20.0,,MF,Serie A,Mid
24,1063.0,0.8235294117647058,10.100000000000001,156.0,FW,Bundesliga,High
29,553.0,0.3333333333333333,2.6,69.0,"MF,FW",Serie A,Low
29,678.0,0.6363636363636364,4.3,56.0,"MF,FW",Ligue 1,Low
31,1473.0,1.0,99.0,0.16999999999999998,DF,La Liga,High
22,2340.0,1.0,0.0,0.0,GK,La Liga,High
26,2181.0,1.0,3.0,77.0,DF,Serie A,High
38,2295.0,1.0,0.04,0.04,GK,Ligue 1,Low
29,1857.0,1.0,69.0,0.06,DF,La Liga,High
31,486.0,0.5,,,DF,La Liga,Low
25,1353.0,0.75,4.9,115.0,MF,Serie A,High
30,1076.0,0.7777777777777778,7.7,51.7,FW,Bundesliga,Mid
25,757.0,0.6875,16.0,,MF,Premier League,Mid
35,895.0,0.5,2.1999999999999997,10.9,MF,Ligue 1,Low
35,1338.0,0.9333333333333333,0.0,0.0,GK,Ligue 1,Low
24,1553.0,0.76,5.9,118.0,"FW,DF",Ligue 1,High
20,451.0,0.15789473684210525,8.6,,"FW,MF",Premier League,Low
26,436.0,0.1875,1.9,8.0,"FW,MF",La Liga,Low
26,360.0,1.0,0.0,,DF,La Liga,Low
28,2150.0,1.0,11.6,192.0,"FW,DF",Premier League,High
35,1710.0,1.0,0.0,0.0,GK,La Liga,Low
25,1835.0,0.9565217391304348,51.7,47.08,MF,Ligue 1,High
31,1714.0,0.8260869565217391,65.1,10.05,DF,Serie A,High
33,1974.0,0.8846153846153846,53.2,98.01,DF,La Liga,High
35,325.0,0.15384615384615385,,,MF,La Liga,Low
29,1672.0,0.9,42.5,4.05,DF,Serie A,Mid
28,1433.0,0.8823529411764706,2.8,9.0,DF,La Liga,Low
19,342.0,0.3333333333333333,31.0,,MF,La Liga,Mid
26,1844.0,0.8,3.2,108.0,MF,Serie A,High
28,1575.0,0.9473684210526315,1.5,47.0,DF,Ligue 1,Mid
27,1215.0,0.7894736842105263,24.0,0.04,DF,Serie A,Mid
24,1177.0,0.5,5.6000000000000005,75.0,FW,Bundesliga,Mid
28,1990.0,0.9166666666666666,3.8,13.0,DF,Ligue 1,Mid
20,1354.0,0.7142857142857143,37.0,0.13,MF,Bundesliga,High
32,655.0,0.6666666666666666,9.2,,FW,La Liga,Low
32,507.0,0.875,2.1,22.0,FW,La Liga,Low
27,458.0,0.6666666666666666,5.6,10.3,FW,Premier League,Low
25,1489.0,0.85,3.2,24.7,DF,Bundesliga,Mid
24,696.0,0.5384615384615384,4.300000000000001,56.0,MF,La Liga,Low
21,2252.0,0.9642857142857143,13.4,181.0,FW,Premier League,High
19,1756.0,0.9545454545454546,3.8,114.0,DF,La Liga,High
30,2194.0,1.0,0.01,0.0,GK,Premier League,Mid
31,1080.0,1.0,1.9000000000000001,11.0,DF,La Liga,Low
25,2130.0,0.8888888888888888,14.9,41.7,FW,Serie A,High
25,1852.0,0.875,1.1,12.0,DF,Premier League,Mid
26,1541.0,0.8947368421052632,2.6,97.0,DF,Serie A,High
27,345.0,0.2727272727272727,,,"MF,FW",Ligue 1,Low
30,2277.0,0.9615384615384616,37.1,97.03,DF,Serie A,High
30,1997.0,1.0,25.0,0.08,MF,La Liga,High
29,480.0,0.7142857142857143,17.0,,DF,Serie A,Low
34,1517.0,1.0,0.0,0.0,GK,La Liga,Low
24,1399.0,0.7,4.4,5.0,DF,Bundesliga,Mid
21,617.0,0.875,31.0,,MF,Ligue 1,Mid
21,806.0,0.6428571428571429,9.0,,MF,Ligue 1,Mid
25,696.0,0.2727272727272727,5.6,41.0,FW,Premier League,Low
34,1420.0,0.5,2.3,137.0,MF,Serie A,Mid
31,822.0,0.8181818181818182,25.0,0.05,DF,Premier League,Low
23,1208.0,1.0,11.01,0.02,DF,Bundesliga,Mid
24,1804.0,0.9545454545454546,19.0,0.060000000000000005,MF,Ligue 1,High
26,947.0,0.5,8.1,59.0,FW,Premier League,Mid
18,398.0,0.8333333333333334,,,MF,Ligue 1,Mid
24,943.0,0.75,5.2,23.3,FW,Ligue 1,Mid
25,1868.0,0.9545454545454546,4.6,114.0,DF,Bundesliga,High
29,469.0,0.8571428571428571,43.0,,DF,Bundesliga,Mid
34,1024.0,0.7647058823529411,7.2,50.0,FW,Bundesliga,Low
27,572.0,0.6666666666666666,,,DF,Ligue 1,Low
25,2122.0,1.0,10.9,52.9,FW,La Liga,High
25,569.0,0.5,57.0,,DF,Bundesliga,Mid
27,1421.0,0.8947368421052632,3.4,99.0,DF,Serie A,High
24,1918.0,0.9166666666666666,22.4,129.6,FW,Ligue 1,High
24,559.0,0.75,,,DF,La Liga,Low
28,2285.0,0.9629629629629629,5.5,67.0,DF,Ligue 1,High
23,2092.0,1.0,10.8,47.0,FW,Premier League,High
28,1703.0,0.8260869565217391,20.4,44.09,MF,Premier League,High
26,1462.0,0.9444444444444444,6.0,0.05,DF,Premier League,Mid
24,580.0,0.75,22.0,,MF,Premier League,Mid
24,1052.0,0.8666666666666667,2.5,73.0,"MF,DF",Serie A,Mid
23,1598.0,0.6923076923076923,4.8,91.0,"FW,MF",Premier League,High
26,865.0,0.3888888888888889,25.0,0.19,MF,Premier League,Low
35,1324.0,0.7619047619047619,1.4,5.0,"MF,DF",Serie A,Low
23,1970.0,1.0,2.8,251.0,DF,Ligue 1,High
33,2288.0,1.0,3.8,14.0,DF,Premier League,Mid
21,789.0,0.8888888888888888,20.7,,DF,Ligue 1,Mid
29,1387.0,0.85,15.6,16.02,MF,Serie A,Mid
25,615.0,0.5384615384615384,86.0,,"DF,FW",Ligue 1,High
29,1129.0,0.875,5.4,17.4,MF,La Liga,Low
